Age,  ,Race,CO-MO,Disease_Type,Disease_sub_type,BIO_Marker,Prev-T,Pref_status,,Ouput,Preffered_Drug,Alternate_Drug,Guideline_Link,Payer_Pathway,Overall_Survival,AE's,AE_Management
<= 60 > 50,Male,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,0,,,,,,,,,
<= 60 > 50,Male,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,0,,,,,,,,,
<= 60 > 50,Male,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,0,,,,,,,,,
<= 60 > 50,Male,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,0,,,,,,,,,
<= 60 > 50,Male,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,0,,,,,,,,,
<= 60 > 50,Male,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 70 > 60,Male,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,0,,,,,,,,,
<= 70 > 60,Male,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,0,,,,,,,,,
<= 70 > 60,Male,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,0,,,,,,,,,
<= 70 > 60,Male,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,0,,,,,,,,,
<= 70 > 60,Male,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,0,,,,,,,,,
<= 70 > 60,Male,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,0,,,,,,,,,
<= 70 > 60,Male,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,0,,,,,,,,,
<= 70 > 60,Male,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,
> 70,Male,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,0,,,,,,,,,
> 70,Male,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,0,,,,,,,,,
> 70,Male,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,0,,,,,,,,,
> 70,Male,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,0,,,,,,,,,
> 70,Male,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,0,,,,,,,,,
> 70,Male,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,0,,,,,,,,,
> 70,Male,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,0,,,,,,,,,
> 70,Male,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
<30,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,0,,,,,,,,,
<30,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,0,,,,,,,,,
<30,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,0,,,,,,,,,
<30,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,0,,,,,,,,,
<30,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,0,,,,,,,,,
<30,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,0,,,,,,,,,
<30,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,0,,,,,,,,,
<30,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 40 > 30,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,0,,,,,,,,,
<= 40 > 30,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,0,,,,,,,,,
<= 40 > 30,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,0,,,,,,,,,
<= 40 > 30,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,0,,,,,,,,,
<= 40 > 30,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,0,,,,,,,,,
<= 40 > 30,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,0,,,,,,,,,
<= 40 > 30,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,0,,,,,,,,,
<= 40 > 30,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 50 > 40,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,0,,,,,,,,,
<= 50 > 40,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,0,,,,,,,,,
<= 50 > 40,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,0,,,,,,,,,
<= 50 > 40,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,0,,,,,,,,,
<= 50 > 40,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,0,,,,,,,,,
<= 50 > 40,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,0,,,,,,,,,
<= 50 > 40,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,0,,,,,,,,,
<= 50 > 40,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 60 > 50,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,0,,,,,,,,,
<= 60 > 50,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,0,,,,,,,,,
<= 60 > 50,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,0,,,,,,,,,
<= 60 > 50,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,0,,,,,,,,,
<= 60 > 50,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,0,,,,,,,,,
<= 60 > 50,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,0,,,,,,,,,
<= 60 > 50,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,0,,,,,,,,,
<= 60 > 50,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 70 > 60,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,0,,,,,,,,,
<= 70 > 60,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,0,,,,,,,,,
<= 70 > 60,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,0,,,,,,,,,
<= 70 > 60,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,0,,,,,,,,,
<= 70 > 60,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,0,,,,,,,,,
<= 70 > 60,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,0,,,,,,,,,
<= 70 > 60,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,0,,,,,,,,,
<= 70 > 60,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,
> 70,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,0,,,,,,,,,
> 70,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,0,,,,,,,,,
> 70,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,0,,,,,,,,,
> 70,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,0,,,,,,,,,
> 70,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,0,,,,,,,,,
> 70,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,0,,,,,,,,,
> 70,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,0,,,,,,,,,
> 70,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,
<30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,0,,,,,,,,,
<30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,0,,,,,,,,,
<30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,0,,,,,,,,,
<30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,0,,,,,,,,,
<30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,0,,,,,,,,,
<30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,0,,,,,,,,,
<30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,0,,,,,,,,,
<30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 40 > 30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,0,,,,,,,,,
<= 40 > 30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,0,,,,,,,,,
<= 40 > 30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,0,,,,,,,,,
<= 40 > 30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,0,,,,,,,,,
<= 40 > 30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,0,,,,,,,,,
<= 40 > 30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,0,,,,,,,,,
<= 40 > 30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,0,,,,,,,,,
<= 40 > 30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 50 > 40,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,0,,,,,,,,,
<= 50 > 40,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,0,,,,,,,,,
<= 50 > 40,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,0,,,,,,,,,
<= 50 > 40,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,0,,,,,,,,,
<= 50 > 40,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,0,,,,,,,,,
<= 50 > 40,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,0,,,,,,,,,
<= 50 > 40,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,0,,,,,,,,,
<= 50 > 40,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 60 > 50,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,0,,,,,,,,,
<= 60 > 50,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,0,,,,,,,,,
<= 60 > 50,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,0,,,,,,,,,
<= 60 > 50,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,0,,,,,,,,,
<= 60 > 50,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,0,,,,,,,,,
<= 60 > 50,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,0,,,,,,,,,
<= 60 > 50,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,0,,,,,,,,,
<= 60 > 50,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 70 > 60,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,0,,,,,,,,,
<= 70 > 60,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,0,,,,,,,,,
<= 70 > 60,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,0,,,,,,,,,
<= 70 > 60,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,0,,,,,,,,,
<= 70 > 60,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,0,,,,,,,,,
<= 70 > 60,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,0,,,,,,,,,
<= 70 > 60,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,0,,,,,,,,,
<= 70 > 60,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,
> 70,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,0,,,,,,,,,
> 70,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,0,,,,,,,,,
> 70,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,0,,,,,,,,,
> 70,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,0,,,,,,,,,
> 70,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,0,,,,,,,,,
> 70,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,0,,,,,,,,,
> 70,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,0,,,,,,,,,
> 70,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
<30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,0,,,,,,,,,
<30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,0,,,,,,,,,
<30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,0,,,,,,,,,
<30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,0,,,,,,,,,
<30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,0,,,,,,,,,
<30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,0,,,,,,,,,
<30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,0,,,,,,,,,
<30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 40 > 30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,0,,,,,,,,,
<= 40 > 30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,0,,,,,,,,,
<= 40 > 30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,0,,,,,,,,,
<= 40 > 30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,0,,,,,,,,,
<= 40 > 30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,0,,,,,,,,,
<= 40 > 30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,0,,,,,,,,,
<= 40 > 30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,0,,,,,,,,,
<= 40 > 30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 50 > 40,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,0,,,,,,,,,
<= 50 > 40,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,0,,,,,,,,,
<= 50 > 40,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,0,,,,,,,,,
<= 50 > 40,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,0,,,,,,,,,
<= 50 > 40,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,0,,,,,,,,,
<= 50 > 40,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,0,,,,,,,,,
<= 50 > 40,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,0,,,,,,,,,
<= 50 > 40,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 60 > 50,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,0,,,,,,,,,
<= 60 > 50,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,0,,,,,,,,,
<= 60 > 50,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,0,,,,,,,,,
<= 60 > 50,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,0,,,,,,,,,
<= 60 > 50,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,0,,,,,,,,,
<= 60 > 50,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,0,,,,,,,,,
<= 60 > 50,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,0,,,,,,,,,
<= 60 > 50,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 70 > 60,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,0,,,,,,,,,
<= 70 > 60,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,0,,,,,,,,,
<= 70 > 60,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,0,,,,,,,,,
<= 70 > 60,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,0,,,,,,,,,
<= 70 > 60,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,0,,,,,,,,,
<= 70 > 60,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,0,,,,,,,,,
<= 70 > 60,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,0,,,,,,,,,
<= 70 > 60,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,
> 70,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,0,,,,,,,,,
> 70,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,0,,,,,,,,,
> 70,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,0,,,,,,,,,
> 70,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,0,,,,,,,,,
> 70,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,0,,,,,,,,,
> 70,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,0,,,,,,,,,
> 70,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,0,,,,,,,,,
> 70,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,
<30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,0,,,,,,,,,
<30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,0,,,,,,,,,
<30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,0,,,,,,,,,
<30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,0,,,,,,,,,
<30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,0,,,,,,,,,
<30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,0,,,,,,,,,
<30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,0,,,,,,,,,
<30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 40 > 30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,0,,,,,,,,,
<= 40 > 30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,0,,,,,,,,,
<= 40 > 30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,0,,,,,,,,,
<= 40 > 30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,0,,,,,,,,,
<= 40 > 30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,0,,,,,,,,,
<= 40 > 30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,0,,,,,,,,,
<= 40 > 30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,0,,,,,,,,,
<= 40 > 30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 50 > 40,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,0,,,,,,,,,
<= 50 > 40,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,0,,,,,,,,,
<= 50 > 40,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,0,,,,,,,,,
<= 50 > 40,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,0,,,,,,,,,
<= 50 > 40,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,0,,,,,,,,,
<= 50 > 40,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,0,,,,,,,,,
<= 50 > 40,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,0,,,,,,,,,
<= 50 > 40,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 60 > 50,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,0,,,,,,,,,
<= 60 > 50,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,0,,,,,,,,,
<= 60 > 50,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,0,,,,,,,,,
<= 60 > 50,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,0,,,,,,,,,
<= 60 > 50,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,0,,,,,,,,,
<= 60 > 50,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,0,,,,,,,,,
<= 60 > 50,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,0,,,,,,,,,
<= 60 > 50,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 70 > 60,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,0,,,,,,,,,
<= 70 > 60,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,0,,,,,,,,,
<= 70 > 60,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,0,,,,,,,,,
<= 70 > 60,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,0,,,,,,,,,
<= 70 > 60,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,0,,,,,,,,,
<= 70 > 60,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,0,,,,,,,,,
<= 70 > 60,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,0,,,,,,,,,
<= 70 > 60,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,0,,,,,,,,,
,,,,,,,,,,,,,,,,,
> 70,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,0,,,,,,,,,
> 70,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,0,,,,,,,,,
> 70,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,0,,,,,,,,,
> 70,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,0,,,,,,,,,
> 70,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,0,,,,,,,,,
